Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
4,11,1724240,10,10,2212624,57360,1541128,14,10,6,9,16736,1352,0,1
1,11,4096,10,10,4352,712,0,14,10,1,9,1344,1008,0,1
4,11,4096,10,10,4192,712,0,14,10,1,9,352,1008,0,1
1,11,4096,10,10,4352,604,0,14,10,1,9,1344,1008,0,1
4,10,4096,10,10,4192,604,0,12,10,1,9,352,984,0,1
1,11,4096,10,10,4352,418,0,14,10,1,9,1344,1008,0,1
4,11,4096,10,10,4192,420,0,14,10,1,9,352,1008,0,1
1,11,4096,10,10,4352,6217,0,14,10,1,9,1344,1008,0,1
4,11,4096,10,10,4192,6220,0,14,10,1,9,352,1008,0,1
1,11,4096,10,10,4352,162,0,14,10,1,9,1344,1008,0,1
4,11,4096,10,10,4192,164,0,14,10,1,9,352,1008,0,1
2,11,4096,10,10,4352,2390,0,14,10,1,9,320,1008,0,1
1,11,4096,10,10,4352,1038,0,14,10,1,9,1344,1008,0,1
1,11,4096,10,10,4352,1039,0,14,10,1,9,1344,1008,0,1
4,11,4096,10,10,4192,1040,0,14,10,1,9,352,1008,0,1
1,11,4096,10,10,4352,135,0,14,10,1,9,1344,1008,0,1
4,11,4096,10,10,4192,136,0,14,10,1,9,352,1008,0,1
1,11,88240,10,10,599792,4415,618496,14,10,5,9,16704,1352,0,1
4,11,369184,10,10,743648,4416,361896,14,10,6,9,16736,1352,0,1
1,11,87904,10,10,294240,8606,311296,14,10,5,9,16704,11688,0,1
4,11,369488,10,10,407296,8608,298848,14,10,6,9,16736,11688,0,1
1,6,5600,6,6,375728,5807,4096,9,0,4,9,320,11584,0,1
4,6,7024,6,6,504832,5807,4096,9,0,5,9,320,11584,0,1
4,11,37840,10,10,43664,188,33824,14,10,5,9,16736,3896,0,1
1,11,9184,10,10,32224,115,36864,14,10,5,9,16704,393904,0,1
4,11,37056,10,10,42752,116,32256,14,10,6,9,16736,393904,0,1
1,6,4432,6,6,22880,129,4096,9,0,3,9,320,99856,0,1
4,6,4752,6,6,29392,129,4096,9,0,4,9,320,99856,0,1
1,11,12672,10,10,38848,164,45056,14,10,5,9,16704,12368,0,1
4,11,48240,10,10,50576,164,40016,14,10,6,9,16736,12368,0,1
1,6,4480,6,6,42160,164,4096,9,0,3,9,320,8072,0,1
4,6,4832,6,6,53136,164,4096,9,0,4,9,320,8072,0,1
4,11,167488,10,10,0,0,145432,14,10,6,11,49504,2736,0,1
1,6,4960,6,6,0,0,4096,9,0,3,9,33088,2704,0,1
4,6,5808,6,6,0,0,4096,9,0,4,11,33088,2712,0,1
1,11,21552,10,10,0,0,151552,14,10,5,9,49472,2728,0,1
4,11,97056,10,10,0,0,85496,14,10,5,11,49504,992,0,1
1,11,17264,10,10,0,0,86016,14,10,4,9,49472,992,0,1
5,11,22656,10,10,0,0,122880,14,10,5,11,49504,992,0,1
4,11,1013088,10,10,0,0,598760,14,10,6,11,49504,2176,0,1
1,11,415248,10,10,0,0,884736,14,10,5,9,49472,2176,0,1
2,11,32304,10,10,0,0,118784,14,10,5,9,49472,30800,0,1
4,11,113616,10,10,0,0,81920,14,10,5,11,49504,30800,0,1
1,11,32320,10,10,0,0,118784,14,10,4,9,49472,30800,0,1
5,11,35392,10,10,0,0,155648,14,10,5,11,49504,30800,0,1
4,11,16148736,10,10,17283632,2424,13369544,14,10,6,9,16736,94560,0,1
1,11,2893088,10,10,13140752,2423,13193216,14,10,5,9,16704,94560,0,1
4,11,11071904,10,10,11909760,84,10136184,14,10,5,9,16736,1128,0,1
1,11,898752,10,10,7923536,83,7958528,14,10,4,9,16704,1128,0,1
1,11,10831280,0,6,11355232,83,9904128,14,0,5,12,320,3744,1,1
4,11,352176,10,10,0,0,70736,14,10,5,11,49504,36456,0,1
1,11,278592,10,10,0,0,614400,14,10,4,9,49472,36456,0,1
1,11,7376,10,10,27936,211,32768,14,10,5,9,16704,7560,0,1
4,11,30384,10,10,33008,212,26440,14,10,6,9,16736,7560,0,1
4,11,901712,10,10,1038592,164,860352,14,10,6,9,16736,1384,0,1
4,11,32720,10,10,36016,152,29848,14,10,5,9,16736,1216,0,1
4,11,38432,10,10,42256,140,33832,14,10,6,9,16736,1144,0,1
4,11,211440,10,10,236800,180,189224,14,10,6,9,16736,1440,0,1
4,11,589200,10,10,688992,140,524552,14,10,6,9,16736,1088,0,1
4,11,9296,10,10,0,0,8464,14,10,5,11,49504,2848,0,1
4,11,593776,10,10,612320,1808,515168,14,10,6,9,16736,1536,0,1
4,10,16088,0,4,0,0,0,48,0,1,21,34144,1216,0,1
4,11,272640,10,10,309760,96,242512,14,10,5,9,16736,1456,0,1
4,11,3042864,10,10,3818832,184,2673616,14,10,6,9,16736,2352,0,1
4,11,148992,10,10,171184,104,130656,14,10,6,9,16736,3680,0,1
4,11,385872,10,10,446896,148,342616,14,10,6,9,16736,1184,0,1
4,11,186912,10,10,212080,92,159288,14,10,6,9,16736,1424,0,1
4,11,88432,10,10,102272,96,79392,14,10,5,9,16736,1448,0,1
4,11,112432,10,10,127664,108,97200,14,10,6,9,16736,1224,0,1
4,11,200528,10,10,230768,152,179992,14,10,6,9,16736,1184,0,1
4,11,135536,10,10,152944,88,117792,14,10,6,9,16736,1176,0,1
4,11,515600,10,10,579104,96,432160,14,10,6,9,16736,25152,0,1
4,11,92912,10,10,105536,96,80384,14,10,5,9,16736,1136,0,1
1,0,0,6,5,0,0,94972,2,25,7,12,32768,45056,0,1
4,11,187936,10,10,243440,1264,176048,14,10,6,9,16736,1304,0,1
1,11,19488,10,10,271184,9924,286720,14,10,5,9,16704,4976,0,1
4,11,69008,10,10,77552,140,62832,14,10,6,9,16736,1048,0,1
1,11,5504,10,10,24640,730,32768,14,10,5,9,16704,29352,0,1
4,11,8976,10,10,0,0,8464,14,10,5,11,49504,2016,0,1
4,6,4528,6,6,0,0,4096,9,0,4,11,33088,2016,0,1
4,6,5824,6,6,383568,105,4096,9,0,4,9,64,1064,0,1
4,11,2301008,0,6,3047984,112,2011136,14,10,5,12,49504,1000,0,1
4,11,402832,10,10,485584,148,379344,14,10,6,9,16736,28840,0,1
1,11,28672,10,10,391408,146,397312,14,10,5,9,16704,28840,0,1
4,11,67152,10,10,0,0,61232,14,10,6,11,49632,1008,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,1368,0,1
1,11,294496,10,10,1678080,91,1843200,14,10,4,9,16704,1016,0,1
4,11,2037024,10,10,2565744,92,1770912,14,10,5,9,16736,1016,0,1
1,11,11584,10,10,64032,5468,73728,14,10,5,9,16704,22680,0,1
4,11,81056,10,10,85440,4696,72768,14,10,6,9,16736,22680,0,1
1,6,4512,6,6,46000,5444,4096,9,0,4,9,1344,22680,0,1
4,6,4976,6,6,60384,4670,4096,9,0,5,9,320,22680,0,1
1,11,209388,0,6,303104,179,212992,14,10,5,12,320,1408,0,1
1,6,4096,0,6,4128,52,0,14,10,1,12,1344,2813896,1,1
1,11,33680,0,6,45056,182,36864,14,10,5,12,320,1480,0,1
4,11,45196,0,6,57344,182,49152,14,10,7,12,16736,1480,0,1
1,6,4096,0,6,4128,56,0,14,10,1,12,1344,167492,0,1
4,6,4096,0,6,4128,56,0,14,10,1,12,16736,167492,0,1
4,11,2380784,10,10,2908256,216792,2069408,14,10,5,9,16736,1008,0,1
1,11,16032,10,10,158640,2956,172032,14,10,5,9,16704,2496,0,1
4,11,50816,10,10,55008,656,45432,14,10,6,9,16736,1112,0,1
1,6,14972,0,4,0,0,8192,48,0,2,12,34112,1040,0,1
4,11,33056,10,10,36016,112,27680,14,10,5,9,16736,1072,0,1
1,6,18760,0,4,0,0,8192,48,0,2,12,34112,1040,0,1
4,11,70784,10,10,75328,88,61760,14,10,6,9,16736,1024,0,1
1,6,40012,0,4,0,0,8192,11,0,2,12,34112,904,0,1
4,11,8944,10,10,10080,140,8464,14,10,5,9,16736,1008,0,1
1,10,115312,0,6,146976,748,114688,12,0,4,12,320,1496,0,1
4,6,53780,0,4,0,0,0,8,0,1,21,1280,12120,0,1
1,10,278728,0,4,0,0,8192,48,0,2,12,34144,15628,0,1
4,6,67060,0,4,0,0,0,8,0,1,21,1344,12120,0,1
1,6,53780,0,4,0,0,8192,8,0,2,12,1280,12120,0,1
1,6,67060,0,4,0,0,8192,8,0,2,12,1344,12120,0,1
1,6,235748,0,4,0,0,8192,48,0,2,12,34144,16116,0,1
4,6,235740,0,4,0,0,0,48,0,1,21,34144,12844,0,1
4,6,67060,0,4,0,0,0,8,0,1,21,1344,12128,0,1
4,10,278720,0,4,0,0,0,48,0,1,21,34144,15628,0,1
4,10,638612,0,5,0,0,0,11,0,3,0,33088,1026,1,1
1,10,514384,0,5,0,0,0,11,0,3,0,34112,1026,0,1
1,6,37876,0,4,0,0,8192,48,0,2,12,34112,1040,0,1
1,6,78320,0,5,0,0,77824,9,0,4,12,33088,38370064,0,1
4,11,34672,10,10,42048,1572,33072,14,10,6,9,16736,1304,0,1
4,11,71680,10,10,84080,148,69552,14,10,5,9,16736,1304,0,1
4,11,126960,10,10,157120,120,119152,14,10,6,9,16736,3976,0,1
4,11,64944,10,10,77200,2108,60832,14,10,5,9,16736,984,0,1
4,11,28784,0,5,39792,684,24576,14,0,6,12,352,1440,0,1
4,11,60880,10,10,63920,116,46760,14,10,6,9,16736,1048,0,1
1,11,18192,10,10,52768,115,57344,14,10,5,9,16704,1048,0,1
4,11,11904,10,10,12864,108,10784,14,10,5,9,16736,1024,0,1
4,6,4464,6,6,12112,108,4096,9,0,5,9,320,1024,0,1
1,11,4096,10,10,4192,1584,0,14,10,1,9,17728,1056,0,1
4,11,4096,10,10,4192,1584,0,14,10,1,9,16736,1056,0,1
1,6,4096,6,6,4128,1584,0,9,0,1,9,1344,1056,0,1
4,6,4096,6,6,4128,1584,0,9,0,1,9,320,1056,0,1
1,11,8608,10,10,289136,6298,311296,14,10,6,9,16704,70392,0,1
4,11,583408,0,6,771984,140,487424,14,10,5,12,16736,1160,0,1
4,11,232752,10,10,254192,104,183160,14,10,6,9,16864,1104,0,1
4,11,258080,10,10,280768,148,220776,14,10,6,9,16736,1128,0,1
1,11,30752,10,10,131616,186,147456,14,10,5,9,16704,3560,0,1
4,11,171744,10,10,186464,188,141272,14,10,6,9,16736,3560,0,1
1,11,48736,10,10,217824,163,229376,14,10,5,9,16704,1192,0,1
4,11,230240,10,10,256096,164,182680,14,10,6,9,16736,1192,0,1
1,6,4544,6,6,349488,163,4096,9,0,4,9,320,1192,0,1
4,6,4960,6,6,472400,163,4096,9,0,5,9,320,1192,0,1
4,11,847248,10,10,1094320,744,822872,14,10,6,9,16736,91952,0,1
1,11,36192,10,10,928960,742,937984,14,10,5,9,16704,91952,0,1
1,6,5040,6,6,933056,742,4096,9,0,4,9,320,92824,0,1
4,6,8352,6,6,1431344,742,4096,9,0,5,9,320,92824,0,1
4,11,299136,10,10,321536,164,258416,14,10,6,9,16736,12624,0,1
4,11,378224,10,10,437680,392,373016,14,10,5,9,16864,1096,0,1
1,11,13008,10,10,331424,392,339968,14,10,4,9,16832,1096,0,1
4,6,5120,6,6,270448,384,4096,9,0,4,9,448,1096,0,1
1,6,5120,6,6,235536,384,4096,9,0,3,9,448,1096,0,1
1,6,4096,0,6,4128,60,0,14,10,1,12,1344,8896,0,1
1,6,4432,6,6,252768,55,4096,9,0,3,9,320,1112,0,1
4,6,4720,6,6,273440,55,4096,9,0,5,9,320,1112,0,1
4,6,5072,6,6,0,0,4096,9,0,4,11,33088,106280,0,1
4,11,80096,10,10,85328,5544,74368,14,10,5,9,16736,10096,0,1
4,11,44016,10,10,46640,528,41408,14,10,5,9,16736,1072,0,1
4,6,5120,6,6,62384,313,4096,9,0,4,9,64,1072,0,1
4,6,5600,6,6,114512,73,4096,9,0,4,9,320,1280,0,1
4,11,93952,10,10,95888,236,74544,14,10,6,9,16736,1344,0,1
4,11,157024,10,10,172768,244,138408,14,10,7,9,16736,1352,0,1
1,11,6400,10,10,123792,164,172032,14,10,4,9,320,2184,0,1
4,11,73104,10,10,135616,164,69632,14,10,6,9,352,2184,0,1
1,6,4496,6,6,111088,164,4096,9,0,3,9,320,2184,0,1
4,6,4880,6,6,120512,164,4096,9,0,5,9,320,2184,0,1
4,11,13488,10,10,15088,52,12592,14,10,6,9,16736,1008,0,1
4,6,4352,6,6,8560,51,4096,9,0,4,9,320,1008,0,1
4,11,88560,10,10,96592,164,73936,14,10,5,9,16736,2808,0,1
4,6,5456,6,6,102800,162,4096,9,0,4,9,320,2808,0,1
1,10,44728,0,4,0,0,8192,48,0,2,12,34144,1032,0,1
1,6,51208,0,4,0,0,8192,48,0,2,12,34112,1160,0,1
1,6,40780,0,4,0,0,8192,48,0,2,12,34112,1152,0,1
1,6,188932,0,4,0,0,8192,48,0,2,12,34112,1024,0,1
1,11,455936,10,6,7068,3784,475136,12,10,5,12,16704,1952,0,1
4,11,29968,10,10,35808,732,29000,14,10,6,9,16736,29352,0,1
4,6,4896,6,6,20016,1614,4096,9,0,4,11,33088,91008,0,1
1,11,6496,10,10,49152,120,57344,14,10,4,9,16704,1104,0,1
4,11,53968,10,10,62240,120,51056,14,10,5,9,16736,1104,0,1
1,11,4448,10,10,0,0,12288,14,10,4,9,49472,1832,0,1
4,11,9024,10,10,0,0,8464,14,10,5,11,49504,1832,0,1
1,11,5472,10,10,0,0,20480,14,10,4,9,49472,20816,0,1
4,11,14576,10,10,0,0,13056,14,10,5,11,49504,20816,0,1
1,11,4432,10,10,10448,246,16384,14,10,4,9,16704,1104,0,1
4,11,13200,10,10,14432,248,12560,14,10,5,9,16736,1104,0,1
4,11,69680,10,10,80640,160,63704,14,10,6,9,16736,1088,0,1
1,11,149792,10,10,0,0,2142208,14,10,5,9,49472,1181264,0,1
1,6,7488,6,6,0,0,4096,9,0,4,9,33088,1181264,0,1
4,6,10880,6,6,0,0,4096,9,0,5,11,33088,1181272,0,1
1,11,154240,10,10,1858448,138,1867776,14,10,5,9,16704,1104,0,1
4,11,2319952,10,10,2785136,140,2040792,14,10,6,9,16736,1104,0,1
4,6,6128,6,6,3000608,130,4096,9,0,4,9,320,1104,0,1
1,6,5104,6,6,1564320,130,4096,9,0,3,9,320,1104,0,1
1,11,22304,10,10,69968,132,81920,14,10,4,9,16704,1064,0,1
4,11,71808,10,10,90944,132,55696,14,10,5,9,16736,1064,0,1
4,6,5680,6,6,665008,107,4096,9,0,4,9,320,27168,0,1
1,6,4896,6,6,396048,107,4096,9,0,3,9,320,27168,0,1
4,6,4224,6,6,1360640,367,1426688,10,10,5,9,320,1032,0,1
4,6,5424,6,6,1558144,367,4096,9,0,4,9,64,1040,0,1
1,6,4752,6,6,859904,367,4096,9,0,3,9,320,1040,0,1
1,0,0,0,5,0,0,344064,10,0,4,12,33088,904,0,1
4,6,4272,6,6,38496,116,49152,11,0,5,9,16736,1056,0,1
1,11,118916,0,6,151552,190,122880,14,10,5,12,320,4984,0,1
1,6,124592,0,5,167328,1249,122880,10,0,4,12,320,1504,0,1
4,11,22240,10,10,24256,76,20752,14,10,5,9,16736,1016,0,1
4,6,81920,0,4,98304,153,104240,2,28,9,18,0,0,0,1
4,6,5360,6,6,0,0,4096,9,0,4,11,33088,18832,0,1
1,6,6480,6,6,0,0,4096,9,0,3,9,33088,229472,0,1
4,6,8880,6,6,0,0,4096,9,0,4,11,33088,229472,0,1
1,11,9136,10,10,51872,113,57344,14,10,5,9,16704,1032,0,1
4,11,56656,10,10,59888,116,52552,14,10,6,9,16736,1032,0,1
1,11,5824,10,10,20800,160,28672,14,10,4,9,16704,9744,0,1
4,11,22928,10,10,25696,160,20752,14,10,5,9,16736,9744,0,1
1,6,4384,6,6,16240,160,4096,9,0,3,9,320,6744,0,1
4,6,4656,6,6,19680,160,4096,9,0,4,9,320,6744,0,1
4,6,5648,6,6,0,0,4096,9,0,4,11,33088,2088,0,1
1,11,19120,10,10,0,0,73728,14,10,5,9,49472,2080,0,1
1,11,4832,10,10,9024,118,16384,14,10,4,9,16704,4128,0,1
4,11,13488,10,10,14496,120,12560,14,10,5,9,16736,4128,0,1
1,6,4272,6,6,9024,118,4096,9,0,3,9,320,4128,0,1
4,6,4448,6,6,10640,118,4096,9,0,4,9,320,4128,0,1
4,6,14224,0,6,0,0,12288,14,0,6,12,33120,480,0,1
1,0,0,1,4,0,0,45663772,2,25,10,24,0,632,0,1
1,0,0,1,4,0,0,41756012,2,25,10,24,0,648,0,1
1,11,4592,10,10,10288,105,16384,14,10,4,9,17728,1016,0,1
4,11,13216,10,10,13952,108,12768,14,10,5,9,16736,1016,0,1
1,6,4144,6,6,9616,105,4096,9,0,3,9,1344,1016,0,1
4,6,4256,6,6,11552,105,4096,9,0,4,9,320,1016,0,1
4,6,49152,0,4,65536,165,70464,2,28,9,18,0,0,0,1
1,6,58256,0,5,91152,2347,57344,10,0,4,12,320,1496,0,1
4,6,13456,5,6,16304,124,12288,14,0,8,12,352,848,0,1
4,6,24576,0,4,0,0,41556,2,28,16,18,32768,1256,0,1
1,11,5760,10,10,0,0,32768,14,10,5,9,49600,3592,0,1
4,11,31744,10,10,0,0,29232,14,10,6,11,49632,3592,0,1
4,11,8720,10,10,9632,68,8464,14,10,5,9,16736,1296,0,1
1,6,4592,6,6,0,0,4096,9,0,3,9,33088,2064,0,1
4,11,124896,10,10,145120,72,119056,14,10,6,9,16736,13952,0,1
4,6,5392,6,6,141280,70,4096,9,0,4,9,320,13832,0,1
4,10,819152,0,6,1173712,31764,815104,12,0,5,12,352,1520,0,1
4,10,415584,0,6,552128,72347,413696,12,0,5,12,352,1560,1,1
4,10,407344,0,6,543360,69483,405504,12,0,5,12,352,1584,1,1
4,10,485488,0,6,669536,96826,483328,12,0,5,12,352,1656,1,1
4,10,386832,0,6,515616,65265,385024,12,0,5,12,352,1600,1,1
4,10,378816,0,6,516912,69795,376832,12,0,5,12,352,1608,1,1
4,10,378640,0,6,506240,65149,376832,12,0,5,12,352,1592,1,1
1,11,97040,10,10,472960,165,491520,14,10,4,9,16704,58112,1,1
4,11,596560,10,10,679488,168,500520,14,10,5,9,16736,58112,1,1
1,11,100768,10,10,463136,165,483328,14,10,4,9,16704,51336,1,1
4,11,579088,10,10,650912,168,479112,14,10,5,9,16736,51344,1,1
1,11,4272,10,10,4880,54,12288,14,10,4,9,17728,7391712,0,1
4,11,8528,10,10,9024,56,8448,14,10,5,9,16736,7391712,0,1
1,11,4272,10,10,4880,55,12288,14,10,4,9,17728,10761600,0,1
4,11,8528,10,10,9024,56,8448,14,10,5,9,16736,10761600,0,1
1,11,16176,10,10,153360,160,163840,14,10,4,9,16704,7816,0,1
4,11,194256,10,10,238048,160,179328,14,10,5,9,16736,7816,0,1
4,11,8496,10,10,8288,208,12288,14,10,3,9,352,1112,0,1
1,6,8336,6,6,8128,198,0,9,0,2,9,1344,1112,0,1
4,6,8752,6,6,8544,198,0,9,0,3,9,320,1112,0,1
4,6,4608,6,6,0,0,4096,9,0,4,11,33088,992,0,1
1,11,52720,21315,10,1760816,701,1810432,14,10,5,9,16704,317768,0,1
4,11,1671712,21315,10,1931328,704,1642672,14,10,6,9,16736,317768,0,1
1,10,2560308,21315,6,2545508,701,4096,9,0,5,9,320,317768,0,1
4,10,3186948,21315,6,3169900,701,4096,9,0,5,9,320,317768,0,1
1,11,89168,21315,10,2189344,227,2260992,14,10,6,9,16704,12840,0,1
4,11,2179920,21315,10,2472624,228,2164496,14,10,7,9,16736,12840,0,1
4,10,1530436,21315,6,1521308,190,4096,9,0,6,9,320,1800,0,1
1,10,1259304,21315,6,1251448,190,4096,9,0,6,9,320,1800,0,1
1,11,15712,10,10,170800,164,176128,14,10,5,9,16704,3888,0,1
4,11,189856,10,10,195712,164,181920,14,10,6,9,16736,3888,0,1
4,6,5008,6,6,228016,164,4096,9,0,4,9,320,3880,0,1
1,6,4576,6,6,182880,164,4096,9,0,3,9,320,3880,0,1
4,11,66352,10,10,75504,116,61808,14,10,6,9,16736,1328,0,1
4,6,5344,6,6,117344,113,4096,9,0,4,9,320,1296,0,1
4,11,75120,10,10,84672,120,68096,14,10,6,9,16736,1056,0,1
4,6,5008,6,6,82464,117,4096,9,0,4,9,320,1032,0,1
4,11,216464,10,10,243088,200,196592,14,10,6,9,16736,24112,0,1
4,6,5248,6,6,262960,199,4096,9,0,4,9,320,24088,0,1
4,11,198608,10,10,210960,168,181008,14,10,6,9,16736,1400,0,1
4,6,5008,6,6,293520,167,4096,9,0,4,9,320,1392,0,1
4,11,89056,10,10,95408,168,83504,14,10,5,9,16736,1472,0,1
4,6,5136,6,6,94960,162,4096,9,0,4,9,320,1464,0,1
4,11,764352,10,10,869040,224,712824,14,10,6,9,16736,24800,0,1
4,6,5520,6,6,1136144,223,4096,9,0,4,9,320,24768,0,1
4,11,89744,10,10,98896,168,83552,14,10,6,9,16736,1424,0,1
4,6,4992,6,6,82992,162,4096,9,0,4,9,320,1416,0,1
4,11,115888,10,10,128096,164,108592,14,10,6,9,16736,1440,0,1
4,6,5152,6,6,87088,166,4096,9,0,4,9,320,1432,0,1
1,11,21008,10,10,480960,204,507904,14,10,5,9,16704,1348728,0,1
4,11,22512,10,10,24560,124,20816,14,10,6,9,16736,1304,0,1
4,6,4720,6,6,28784,122,4096,9,0,4,9,320,1304,0,1
4,11,65488,10,10,70832,164,57824,14,10,5,9,16736,2816,0,1
4,6,5360,6,6,76896,163,4096,9,0,4,9,320,2816,0,1
1,11,5920,10,10,62752,73,69632,14,10,5,9,16704,1304,0,1
4,11,74736,10,10,81776,76,73200,14,10,6,9,16736,1304,0,1
1,6,4464,6,6,73696,73,4096,9,0,3,9,320,1304,0,1
4,6,4816,6,6,96608,73,4096,9,0,4,9,320,1304,0,1
4,11,312192,10,10,325600,140,298992,14,10,6,9,16736,2280,0,1
4,6,5536,6,6,363840,137,4096,9,0,4,9,320,2208,0,1
1,10,10352,0,4,0,0,8192,48,0,2,12,34144,1376,0,1
1,11,14752,10,10,61376,196,69632,14,10,4,9,16704,10640,0,1
4,11,446016,0,5,0,0,405504,14,0,6,12,33120,1872,0,1
4,11,145248,0,5,0,0,126976,14,0,6,12,33120,1444,0,1
4,11,13760,10,10,0,0,12560,14,10,5,11,49504,2632,0,1
1,11,4880,10,10,40160,376,45056,14,10,4,9,16704,2056,0,1
4,11,74016,0,6,0,0,45056,14,10,5,12,352,2632,0,1
4,11,74016,0,6,0,0,45056,14,10,5,12,352,2444,0,1
4,11,320672,0,6,390176,124,266240,14,10,4,12,16736,0,0,1
1,11,5504,10,10,0,0,20480,14,10,4,9,49472,5840,0,1
4,11,29984,10,10,32688,128,28944,14,10,5,9,16736,2872,0,1
1,10,51832,0,4,0,0,8192,48,0,2,12,34144,2224,0,1
1,10,132040,0,4,0,0,8192,48,0,2,12,34112,1128,0,1
1,11,5808,10,10,33232,2779,40960,14,10,4,9,16704,1016,0,1
1,11,41776,10,10,237648,147,245760,14,10,5,9,16704,1032,0,1
4,6,5136,6,6,0,0,4096,9,0,4,11,33088,2112,0,1
4,11,35600,10,10,0,0,29312,14,10,5,11,49504,2104,0,1
4,11,147968,10,10,174064,160,134016,14,10,5,9,16736,5408,0,1
1,11,216480,10,10,3442080,160,3846144,14,10,8,9,16704,261320,0,1
4,11,3473136,10,10,4448144,160,3194136,14,10,9,9,16736,261320,0,1
1,11,5248,10,10,9232,66,16384,14,10,4,9,16704,1008,0,1
4,11,11776,10,10,12784,68,10400,14,10,5,9,16736,1008,0,1
1,6,4272,6,6,9568,66,4096,9,0,3,9,320,1008,0,1
4,6,4464,6,6,13248,66,4096,9,0,4,9,320,1008,0,1
4,6,4368,6,6,11104,166,4096,9,0,4,9,64,896,0,1
4,0,0,0,4,0,0,33172,2,25,7,18,32768,1256,0,1
4,0,0,0,4,0,0,33248,2,25,7,18,32768,1256,0,1
4,6,4992,6,6,35568,181,4096,9,0,4,9,320,55512,0,1
1,6,4560,6,6,48192,181,4096,9,0,3,9,320,55512,0,1
1,11,63936,10,10,713088,160,729088,14,10,5,9,16704,1064,0,1
4,11,849104,10,10,873760,160,801400,14,10,6,9,16736,1064,0,1
1,6,6048,6,6,1638176,160,4096,9,0,4,9,320,1064,0,1
4,6,7968,6,6,2045488,160,4096,9,0,5,9,320,1064,0,1
1,11,33072,10,10,305408,115,311296,14,10,5,9,16704,170656,0,1
4,11,367056,10,10,376416,116,343160,14,10,6,9,16736,170656,0,1
4,11,174112,10,10,198096,168,156184,14,10,5,9,16736,1368,0,1
4,6,69632,0,4,0,0,86644,2,28,8,18,32768,1256,0,1
1,6,65536,1,4,0,0,82332,2,28,7,18,32768,1256,0,1
4,11,35696,10,10,41424,392,31424,14,10,5,9,16736,1096,0,1
4,6,5120,6,6,57200,390,4096,9,0,5,9,320,1096,0,1
4,11,652320,10,10,0,0,576808,14,10,5,11,49504,3928,0,1
4,6,6240,6,6,0,0,4096,9,0,4,11,33088,3928,0,1
4,11,18784,10,10,0,0,16960,14,10,5,11,49504,57088,0,1
4,6,5088,6,6,0,0,4096,9,0,4,11,33088,1064,0,1
4,6,5184,6,6,66944,178,4096,9,0,5,9,320,1072,0,1
1,11,4800,10,10,20576,1469,28672,14,10,5,9,16704,1304,0,1
4,11,21872,10,10,25648,1472,20752,14,10,6,9,16736,1304,0,1
1,6,4480,6,6,36160,1282,4096,9,0,3,9,320,1304,0,1
4,6,4864,6,6,39488,1282,4096,9,0,4,9,320,1304,0,1
4,11,88640,10,10,116896,140,77664,14,10,6,9,16736,1008,0,1
4,11,15008,10,10,16608,452,13728,14,10,6,9,16736,1056,0,1
4,11,70912,10,10,77376,116,62904,14,10,5,9,16736,1336,0,1
4,6,4656,6,6,143104,107,507904,11,0,5,9,16736,904,0,1
4,6,4640,6,6,148096,107,516096,11,0,5,9,16736,904,0,1
4,6,4640,6,6,148048,107,516096,11,0,5,9,16736,904,0,1
4,6,4656,6,6,142944,107,507904,11,0,5,9,16736,904,0,1
4,6,4768,6,6,66704,87,4096,9,0,4,9,64,1072,0,1
4,6,4768,6,6,49472,394,4096,9,0,4,9,64,1072,0,1
4,6,4640,6,6,123984,107,135168,11,0,5,9,16736,904,0,1
4,6,4640,6,6,123808,107,135168,11,0,5,9,16736,904,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,3704,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,2664,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,2768,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,2616,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,2712,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,3504,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,3720,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,3072,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,2984,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,2816,0,1
4,6,4944,6,6,160848,105,4096,9,0,4,9,64,848,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,177680,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,159992,0,1
4,6,4960,6,6,51904,107,4096,9,0,4,9,64,93212,0,1
1,11,8352,10,10,37408,226,45056,14,10,5,9,16704,4272,0,1
1,6,4608,6,6,0,0,4096,9,0,3,9,33088,56408,0,1
1,6,5632,6,6,0,0,4096,9,0,3,9,33088,111864,0,1
1,11,6256,10,10,0,0,65536,14,10,4,9,49472,2088,0,1
4,11,60160,10,10,64272,416,57616,14,10,6,9,16736,1048,0,1
4,11,60480,10,10,0,0,49504,14,10,6,11,49504,2016,0,1
